Count;Name;Edition;Collector Number;Rarity
1;Koth, Fire of Resistance;one;138;rare
4;Kuldotha Cackler;one;139;common
4;Magmatic Sprinter;one;140;uncommon
4;Molten Rebuke;one;141;common
2;Nahiri's Sacrifice;one;142;uncommon
3;Oxidda Finisher;one;143;uncommon
4;Rebel Salvo;one;144;uncommon
3;Red Sun's Twilight;one;145;rare
3;Resistance Skywarden;one;146;uncommon
4;Sawblade Scamp;one;147;common
4;Shrapnel Slinger;one;148;common
4;Slobad, Iron Goblin;one;149;rare
4;Solphim, Mayhem Dominus;one;150;mythic
4;Thrill of Possibility;one;151;common
4;Urabrask's Anointer;one;152;uncommon
1;Urabrask's Forge;one;153;rare
1;Vindictive Flamestoker;one;154;rare
4;Volt Charge;one;155;common
4;Vulshok Splitter;one;156;common
4;Adaptive Sporesinger;one;157;common
3;Armored Scrapgorger;one;158;uncommon
1;Bloated Contaminator;one;159;rare
4;Branchblight Stalker;one;160;common
4;Cankerbloom;one;161;uncommon
4;Carnivorous Canopy;one;162;common
1;Conduit of Worlds;one;163;rare
4;Contagious Vorrac;one;164;common
4;Copper Longlegs;one;165;common
2;Evolved Spinoderm;one;166;rare
4;Evolving Adaptive;one;167;uncommon
4;Expand the Sphere;one;168;uncommon
2;Green Sun's Twilight;one;169;rare
4;Ichorspit Basilisk;one;170;common
4;Incubation Sac;one;171;uncommon
3;Infectious Bite;one;172;uncommon
4;Lattice-Blade Mantis;one;173;common
4;Maze's Mantle;one;174;common
1;Nissa, Ascended Animist;one;175;mythic
4;Noxious Assault;one;176;uncommon
4;Oil-Gorger Troll;one;177;common
1;Paladin of Predation;one;178;uncommon
3;Plague Nurse;one;179;common
4;Predation Steward;one;180;common
4;Rustvine Cultivator;one;181;common
4;Ruthless Predation;one;182;common
4;Skyscythe Engulfer;one;183;common
2;Sylvok Battle-Chair;one;184;uncommon
3;Thirsting Roots;one;185;common
4;Titanic Growth;one;187;common
4;Tyrranax Atrocity;one;188;common
3;Tyvar's Stand;one;190;uncommon
1;Unnatural Restoration;one;191;uncommon
3;Venerated Rotpriest;one;192;rare
4;Venomous Brutalizer;one;193;uncommon
1;Viral Spawning;one;194;uncommon
2;Zopandrel, Hunger Dominus;one;195;mythic
2;Atraxa, Grand Unifier;one;196;mythic
4;Bladehold War-Whip;one;197;uncommon
4;Cephalopod Sentry;one;198;uncommon
4;Charforger;one;199;uncommon
4;Cinderslash Ravager;one;200;uncommon
1;Ezuri, Stalker of Spheres;one;201;rare
3;Glissa Sunslayer;one;202;rare
2;Jor Kadeen, First Goldwarden;one;203;rare
1;Kaito, Dancing Shadow;one;204;rare
3;Kaya, Intangible Slayer;one;205;rare
1;Kethek, Crucible Goliath;one;206;rare
2;Lukka, Bound to Ruin;one;207;mythic
3;Malcator, Purity Overseer;one;208;rare
2;Migloz, Maze Crusher;one;210;rare
2;Necrogen Rotpriest;one;212;uncommon
4;Ovika, Enigma Goliath;one;213;rare
2;Ria Ivor, Bane of Bladehold;one;214;rare
4;Serum-Core Chimera;one;215;uncommon
3;Slaughter Singer;one;216;uncommon
2;Tainted Observer;one;217;uncommon
1;Tyvar, Jubilant Brawler;one;218;rare
2;Venser, Corpse Puppet;one;219;rare
3;Vivisection Evangelist;one;220;uncommon
3;Voidwing Hybrid;one;221;uncommon
2;Argentum Masticore;one;222;rare
4;Atraxa's Skitterfang;one;223;uncommon
4;Basilica Skullbomb;one;224;common
4;Dross Skullbomb;one;225;common
4;Dune Mover;one;226;common
2;The Filigree Sylex;one;227;rare
3;Furnace Skullbomb;one;228;common
3;Graaz, Unstoppable Juggernaut;one;229;rare
4;Ichorplate Golem;one;230;uncommon
2;Maze Skullbomb;one;231;common
3;Mirran Safehouse;one;232;rare
1;Monument to Perfection;one;233;rare
4;Myr Convert;one;234;uncommon
4;Myr Custodian;one;235;common
4;Myr Kinsmith;one;236;common
4;Phyrexian Atlas;one;237;common
1;Prophetic Prism;one;238;common
1;Prosthetic Injector;one;239;uncommon
4;Ribskiff;one;240;uncommon
2;Soulless Jailer;one;241;rare
2;Staff of Compleation;one;242;mythic
3;Surgical Skullbomb;one;243;common
1;Sword of Forge and Frontier;one;244;mythic
4;Tablet of Compleation;one;245;rare
1;Zenith Chronicler;one;246;rare
4;The Autonomous Furnace;one;247;common
3;Blackcleave Cliffs;one;248;rare
3;Copperline Gorge;one;249;rare
1;Darkslick Shores;one;250;rare
4;The Dross Pits;one;251;common
4;The Fair Basilica;one;252;common
4;The Hunter Maze;one;253;common
1;Mirrex;one;254;rare
2;The Mycosynth Gardens;one;256;rare
1;Razorverge Thicket;one;257;rare
3;Seachrome Coast;one;258;rare
2;The Seedcore;one;259;rare
4;The Surgical Bay;one;260;common
4;Terramorphic Expanse;one;261;common
1;Rhuk, Hexgold Nabber;one;407;rare
4;A-Buy Your Silence;snc;6;common
4;A-Celebrity Fencer;snc;7;common
4;A-Speakeasy Server;snc;32;common
3;A-Case the Joint;snc;37;common
4;A-Psionic Snoop;snc;53;common
2;A-Public Enemy;snc;55;uncommon
1;A-Sewer Crocodile;snc;60;common
2;A-Deal Gone Bad;snc;74;common
3;A-Demon's Due;snc;75;common
4;A-Graveyard Shift;snc;81;uncommon
4;A-Incriminate;snc;84;common
4;A-Midnight Assassin;snc;87;common
4;A-Revel Ruiner;snc;91;common
1;A-Vampire Scrivener;snc;98;uncommon
4;A-Exhibition Magician;snc;106;common
4;A-Jackhammer;snc;111;common
2;A-Pyre-Sledge Arsonist;snc;118;uncommon
4;A-Ready to Rumble;snc;119;common
4;A-Riveteers Initiate;snc;120;common
3;A-Sizzling Soloist;snc;123;uncommon
4;A-Capenna Express;snc;139;common
4;A-Glittermonger;snc;149;common
4;A-High-Rise Sawjack;snc;150;common
4;A-Most Wanted;snc;153;common
1;A-Social Climber;snc;157;common
2;A-Warm Welcome;snc;164;common
2;A-Cabaretti Charm;snc;173;uncommon
4;A-Celestial Regulator;snc;174;common
4;A-Civil Servant;snc;176;common
1;A-Forge Boss;snc;189;uncommon
4;A-Glamorous Outlaw;snc;190;common
3;A-Masked Bandits;snc;201;common
4;A-Metropolis Angel;snc;203;uncommon
4;A-Mr. Orfeo, the Boulder;snc;204;uncommon
4;A-Queza, Augur of Agonies;snc;212;uncommon
4;A-Rakish Revelers;snc;214;common
4;A-Security Rhox;snc;220;uncommon
2;A-Shattered Seraph;snc;221;common
4;A-Spara's Adjudicators;snc;224;common
4;A-Stimulus Package;snc;225;uncommon
2;A-Syndicate Infiltrator;snc;226;uncommon
4;A-Ominous Parcel;snc;241;common
3;A-Paragon of Modernity;snc;242;common
1;By Elspeth's Command;ybro;1;rare
1;Tawnos Endures;ybro;3;uncommon
2;Hurkyl's Prodigy;ybro;4;uncommon
1;Piece It Together;ybro;5;uncommon
2;Lonely End;ybro;6;uncommon
2;Penregon Besieged;ybro;7;rare
1;Fallaji Antiquarian;ybro;8;rare
1;Melt Through;ybro;10;uncommon
1;Tomakul Phoenix;ybro;11;rare
2;Sylvan Smite;ybro;15;uncommon
1;Assemble the Team;ybro;17;uncommon
1;Perilous Iteration;ybro;21;uncommon
1;Rusko, Clockmaker;ybro;24;rare
3;Gixian Recycler;ybro;27;rare
2;Patchplate Resolute;ybro;28;uncommon
1;Warzone Duplicator;ybro;30;rare
1;Invasion of Ravnica;mom;1;mythic
3;Aerial Boost;mom;2;common
4;Alabaster Host Intercessor;mom;3;common
4;Alabaster Host Sanctifier;mom;4;common
4;Angelic Intervention;mom;5;common
2;Archangel Elspeth;mom;6;mythic
4;Attentive Skywarden;mom;7;common
4;Bola Slinger;mom;8;common
2;Boon-Bringer Valkyrie;mom;9;rare
3;Cut Short;mom;10;common
1;Dusk Legion Duelist;mom;11;rare
3;Elspeth's Smite;mom;13;uncommon
4;Enduring Bondwarden;mom;14;common
3;Golden-Scale Aeronaut;mom;15;common
1;Guardian of Ghirapur;mom;16;rare
4;Infected Defector;mom;18;common
4;Inspired Charge;mom;19;common
1;Invasion of Belenon;mom;20;uncommon
1;Invasion of Dominaria;mom;21;uncommon
2;Invasion of Gobakhan;mom;22;rare
4;Kithkin Billyrider;mom;24;common
4;Knight of the New Coalition;mom;25;common
1;Knight-Errant of Eos;mom;26;rare
4;Kor Halberd;mom;27;common
1;Monastery Mentor;mom;28;mythic
3;Norn's Inquisitor;mom;29;uncommon
4;Phyrexian Awakening;mom;30;uncommon
2;Phyrexian Censor;mom;31;uncommon
2;Progenitor Exarch;mom;32;rare
4;Realmbreaker's Grasp;mom;33;common
4;Scrollshift;mom;34;common
2;Seal from Existence;mom;35;uncommon
1;Seraph of New Capenna;mom;36;uncommon
4;Sigiled Sentinel;mom;37;common
2;Sun-Blessed Guardian;mom;38;uncommon
3;Sunder the Gateway;mom;39;common
1;Sunfall;mom;40;rare
1;Surge of Salvation;mom;41;uncommon
2;Swordsworn Cavalier;mom;42;common
4;Tarkir Duneshaper;mom;43;common
3;Tiller of Flesh;mom;44;uncommon
3;Zhalfirin Lancer;mom;45;uncommon
2;Assimilate Essence;mom;47;common
2;Astral Wingspan;mom;48;uncommon
4;Captive Weird;mom;49;uncommon
1;Chrome Host Seedshark;mom;51;rare
1;Complete the Circuit;mom;52;rare
1;Corruption of Towashi;mom;53;uncommon
3;Disturbing Conversion;mom;54;common
4;Ephara's Dispersal;mom;55;common
4;Expedition Lookout;mom;56;common
3;Eyes of Gitaxias;mom;57;common
4;Furtive Analyst;mom;59;common
4;Halo-Charged Skaab;mom;60;common
4;Invasion of Kamigawa;mom;62;uncommon
1;Invasion of Segovia;mom;63;rare
4;Invasion of Vryn;mom;64;uncommon
4;Meeting of Minds;mom;66;common
3;Moment of Truth;mom;67;common
2;Negate;mom;68;common
4;Oculus Whelp;mom;69;common
3;Omen Hawker;mom;70;uncommon
4;Oracle of Tragedy;mom;71;uncommon
3;Order of the Mirror;mom;72;common
4;Preening Champion;mom;73;common
3;Protocol Knight;mom;74;common
1;Rona, Herald of Invasion;mom;75;rare
4;Saiba Cryptomancer;mom;76;common
2;Stasis Field;mom;79;common
3;Temporal Cleansing;mom;80;common
2;Thunderhead Squadron;mom;81;common
3;Tidal Terror;mom;82;common
3;Wicked Slumber;mom;84;uncommon
3;Xerex Strobe-Knight;mom;85;uncommon
1;Zephyr Singer;mom;86;rare
1;Zhalfirin Shapecraft;mom;87;common
4;Aetherblade Agent;mom;88;common
2;Archpriest of Shadows;mom;89;rare
1;Ayara, Widow of the Realm;mom;90;rare
4;Bladed Battle-Fan;mom;91;common
2;Blightreaper Thallid;mom;92;uncommon
2;Bloated Processor;mom;93;rare
2;Breach the Multiverse;mom;94;rare
2;Collective Nightmare;mom;95;uncommon
3;Compleated Huntmaster;mom;96;uncommon
2;Consuming Aetherborn;mom;97;common
3;Corrupted Conviction;mom;98;common
3;Deadly Derision;mom;99;common
2;Dreg Recycler;mom;100;common
4;Etched Familiar;mom;101;common
4;Etched Host Doombringer;mom;102;common
1;Failed Conversion;mom;103;common
3;Final Flourish;mom;104;common
3;Flitting Guerrilla;mom;105;common
2;Gift of Compleation;mom;106;uncommon
4;Glistening Deluge;mom;107;uncommon
4;Gloomfang Mauler;mom;108;common
1;Grafted Butcher;mom;109;rare
4;Ichor Drinker;mom;111;common
4;Ichor Shade;mom;112;common
3;Invasion of Eldraine;mom;113;uncommon
2;Invasion of Fiora;mom;114;rare
1;Invasion of Innistrad;mom;115;mythic
4;Invasion of Ulgrotha;mom;116;uncommon
3;Mirrodin Avenged;mom;118;common
3;Nezumi Informant;mom;120;common
3;Phyrexian Gargantua;mom;121;uncommon
2;Pile On;mom;122;rare
3;Render Inert;mom;123;uncommon
2;Scorn-Blade Berserker;mom;124;uncommon
1;Sheoldred;mom;125;mythic
3;Tenured Oilcaster;mom;126;common
4;Traumatic Revelation;mom;127;common
2;Unseal the Necropolis;mom;128;common
3;Vanquish the Weak;mom;129;common
4;Akki Scrapchomper;mom;130;common
4;Beamtown Beatstick;mom;131;common
1;Bloodfeather Phoenix;mom;132;rare
4;Burning Sun's Fury;mom;133;common
2;Chandra, Hope's Beacon;mom;134;mythic
1;City on Fire;mom;135;rare
4;Coming In Hot;mom;136;common
3;Etali, Primal Conqueror;mom;137;rare
2;Fearless Skald;mom;138;uncommon
1;Furnace Gremlin;mom;139;uncommon
4;Furnace Host Charger;mom;140;common
2;Furnace Reins;mom;141;uncommon
2;Hangar Scrounger;mom;142;common
1;Harried Artisan;mom;143;uncommon
2;Invasion of Kaldheim;mom;145;rare
1;Invasion of Karsus;mom;146;rare
2;Invasion of Mercadia;mom;147;uncommon
1;Invasion of Regatha;mom;148;uncommon
1;Invasion of Tarkir;mom;149;mythic
2;Karsus Depthguard;mom;150;common
2;Lithomantic Barrage;mom;152;uncommon
3;Marauding Dreadship;mom;153;common
4;Mirran Banesplitter;mom;154;common
3;Nahiri's Warcrafting;mom;155;rare
4;Onakke Javelineer;mom;156;common
4;Pyretic Prankster;mom;157;common
4;Ral's Reinforcements;mom;158;common
4;Ramosian Greatsword;mom;159;uncommon
1;Rampaging Raptor;mom;160;rare
4;Redcap Heelslasher;mom;161;common
4;Scrappy Bruiser;mom;162;uncommon
4;Searing Barb;mom;163;common
4;Shatter the Source;mom;164;common
4;Shivan Branch-Burner;mom;165;uncommon
3;Stoke the Flames;mom;166;uncommon
3;Thrashing Frontliner;mom;167;common
4;Trailblazing Historian;mom;168;common
1;Urabrask;mom;169;mythic
4;Volcanic Spite;mom;170;common
4;Voldaren Thrillseeker;mom;171;rare
4;War-Trained Slasher;mom;172;common
4;Wrenn's Resolve;mom;173;common
1;Ancient Imperiosaur;mom;174;rare
3;Arachnoid Adaptation;mom;175;common
2;Atraxa's Fall;mom;176;common
3;Blighted Burgeoning;mom;177;common
4;Bonded Herdbeast;mom;178;common
4;Chomping Kavu;mom;179;common
4;Converter Beast;mom;180;common
1;Copper Host Crusher;mom;181;uncommon
3;Cosmic Hunger;mom;182;common
3;Crystal Carapace;mom;183;common
1;Deeproot Wayfinder;mom;184;rare
2;Doomskar Warrior;mom;185;rare
3;Fertilid's Favor;mom;186;common
2;Glistening Dawn;mom;187;rare
4;Gnottvold Hermit;mom;188;uncommon
4;Herbology Instructor;mom;189;uncommon
1;Invasion of Ikoria;mom;190;rare
2;Invasion of Ixalan;mom;191;rare
1;Invasion of Muraganda;mom;192;uncommon
2;Invasion of Zendikar;mom;194;uncommon
4;Iridescent Blademaster;mom;195;common
4;Kami of Whispered Hopes;mom;196;uncommon
2;Overgrown Pest;mom;197;common
3;Ozolith, the Shattered Spire;mom;198;rare
4;Placid Rottentail;mom;199;common
1;Polukranos Reborn;mom;200;rare
4;Portent Tracker;mom;201;common
2;Ravenous Sailback;mom;202;uncommon
1;Sandstalker Moloch;mom;203;uncommon
4;Seed of Hope;mom;204;common
4;Serpent-Blade Assailant;mom;205;common
2;Storm the Seedcore;mom;206;uncommon
4;Streetwise Negotiator;mom;207;uncommon
4;Tandem Takedown;mom;208;uncommon
4;Tangled Skyline;mom;209;uncommon
2;Timberland Ancient;mom;210;common
1;Tribute to the World Tree;mom;211;rare
4;Vengeant Earth;mom;212;common
2;Vorinclex;mom;213;mythic
1;War Historian;mom;214;common
4;Wary Thespian;mom;215;common
4;Wildwood Escort;mom;216;common
3;Wrenn and Realmbreaker;mom;217;mythic
1;Baral and Kari Zev;mom;218;rare
2;Botanical Brawler;mom;220;uncommon
2;Djeru and Hazoret;mom;221;rare
4;Drana and Linvala;mom;222;rare
1;Elvish Vatkeeper;mom;223;uncommon
2;Errant and Giada;mom;224;rare
3;Ghalta and Mavren;mom;225;rare
4;Glissa, Herald of Predation;mom;226;rare
3;Hidetsugu and Kairi;mom;228;rare
2;Inga and Esika;mom;229;rare
2;Invasion of Alara;mom;230;rare
2;Invasion of Amonkhet;mom;231;uncommon
4;Invasion of Azgol;mom;232;uncommon
1;Invasion of Ergamon;mom;233;uncommon
2;Invasion of Kaladesh;mom;234;uncommon
3;Invasion of Kylem;mom;235;uncommon
4;Invasion of Lorwyn;mom;236;uncommon
2;Invasion of Moag;mom;237;uncommon
4;Invasion of New Capenna;mom;238;uncommon
4;Invasion of Pyrulea;mom;240;uncommon
2;Invasion of Tolvada;mom;241;rare
3;Invasion of Xerex;mom;242;uncommon
3;Joyful Stormsculptor;mom;243;uncommon
1;Kroxa and Kunoros;mom;245;mythic
2;Marshal of Zhalfir;mom;246;uncommon
2;Mirror-Shield Hoplite;mom;247;uncommon
2;Mutagen Connoisseur;mom;248;uncommon
2;Omnath, Locus of All;mom;249;rare
1;Quintorius, Loremaster;mom;250;rare
1;Rampaging Geoderm;mom;251;uncommon
1;Rankle and Torbran;mom;252;rare
3;Sculpted Perfection;mom;253;uncommon
3;Stormclaw Rager;mom;254;uncommon
2;Yargle and Multani;mom;256;rare
1;Zurgo and Ojutai;mom;258;mythic
4;Flywheel Racer;mom;259;common
4;Halo Hopper;mom;260;common
4;Kitesail;mom;261;common
1;Phyrexian Archivist;mom;262;common
2;Realmbreaker, the Invasion Tree;mom;263;rare
2;Skittering Surveyor;mom;264;common
2;Sword of Once and Future;mom;265;mythic
2;Urn of Godfire;mom;266;common
4;Bloodfell Caves;mom;267;land
4;Blossoming Sands;mom;268;land
4;Dismal Backwater;mom;269;land
4;Jungle Hollow;mom;270;land
4;Rugged Highlands;mom;271;land
4;Scoured Barrens;mom;272;land
4;Swiftwater Cliffs;mom;273;land
4;Thornwood Falls;mom;274;land
4;Tranquil Cove;mom;275;land
4;Wind-Scarred Crag;mom;276;land
1;The Battle of Bywater;ltr;2;rare
2;Bill the Pony;ltr;3;uncommon
1;Boromir, Warden of the Tower;ltr;4;rare
3;Dúnedain Blade;ltr;6;common
4;Eagles of the North;ltr;7;common
1;Eastfarthing Farmer;ltr;8;common
1;East-Mark Cavalier;ltr;9;common
1;Errand-Rider of Gondor;ltr;11;common
1;Escape from Orthanc;ltr;12;common
1;Faramir, Field Commander;ltr;14;uncommon
1;Flowering of the White Tree;ltr;15;rare
1;Fog on the Barrow-Downs;ltr;16;common
1;Frodo, Sauron's Bane;ltr;18;rare
1;Hobbit's Sting;ltr;20;common
1;Lost to Legend;ltr;22;uncommon
3;Nimble Hobbit;ltr;23;common
1;Now for Wrath, Now for Ruin!;ltr;24;common
3;Protector of Gondor;ltr;25;common
1;Reprieve;ltr;26;uncommon
2;Rosie Cotton of South Lane;ltr;27;uncommon
3;Shire Shirriff;ltr;30;uncommon
4;Slip On the Ring;ltr;31;common
2;Soldier of the Grey Host;ltr;32;common
1;Tale of Tinúviel;ltr;34;uncommon
2;Took Reaper;ltr;35;common
1;War of the Last Alliance;ltr;36;rare
1;Arwen's Gift;ltr;39;common
1;Bill Ferny, Bree Swindler;ltr;42;uncommon
1;Council's Deliberation;ltr;46;uncommon
1;Dreadful as the Storm;ltr;48;common
1;Elrond, Lord of Rivendell;ltr;49;uncommon
2;Gandalf, Friend of the Shire;ltr;50;uncommon
3;Glorious Gale;ltr;51;common
3;Grey Havens Navigator;ltr;53;common
2;Hithlain Knots;ltr;54;common
1;Isolation at Orthanc;ltr;57;common
1;Ithilien Kingfisher;ltr;58;common
1;Knights of Dol Amroth;ltr;59;common
2;Lórien Revealed;ltr;60;common
1;Lost Isle Calling;ltr;61;rare
4;Nimrodel Watcher;ltr;63;common
1;Surrounded by Orcs;ltr;73;common
2;Treason of Isengard;ltr;74;common
2;Willow-Wind;ltr;76;common
3;The Black Breath;ltr;78;common
2;Call of the Ring;ltr;79;rare
1;Cirith Ungol Patrol;ltr;80;common
2;Claim the Precious;ltr;81;common
1;Dunland Crebain;ltr;82;common
1;Easterling Vanguard;ltr;83;common
2;Gollum, Patient Plotter;ltr;84;uncommon
2;Gollum's Bite;ltr;85;uncommon
1;Gorbag of Minas Morgul;ltr;86;uncommon
1;Gothmog, Morgul Lieutenant;ltr;87;uncommon
2;Haunt of the Dead Marshes;ltr;90;common
2;Isildur's Fateful Strike;ltr;91;rare
1;Lash of the Balrog;ltr;92;common
1;Lobelia Sackville-Baggins;ltr;93;rare
1;March from the Black Gate;ltr;94;uncommon
1;Mirkwood Bats;ltr;95;common
2;Mordor Muster;ltr;96;common
1;Mordor Trebuchet;ltr;97;common
1;Morgul-Knife Wound;ltr;98;common
1;Nasty End;ltr;99;common
1;Oath of the Grey Host;ltr;101;uncommon
1;One Ring to Rule Them All;ltr;102;rare
2;Sam's Desperate Rescue;ltr;105;common
2;Sauron, the Necromancer;ltr;106;rare
1;Shadow of the Enemy;ltr;107;mythic
2;Shelob's Ambush;ltr;108;common
2;Snarling Warg;ltr;109;common
3;Troll of Khazad-dûm;ltr;111;common
1;Witch-king of Angmar;ltr;114;mythic
2;Battle-Scarred Goblin;ltr;115;common
1;Cast into the Fire;ltr;118;common
1;Erkenbrand, Lord of Westfold;ltr;123;uncommon
1;Fear, Fire, Foes!;ltr;125;uncommon
1;Fiery Inscription;ltr;126;uncommon
4;Fire of Orthanc;ltr;127;common
1;Goblin Fireleaper;ltr;133;uncommon
3;Haradrim Spearmaster;ltr;135;common
1;Improvised Club;ltr;137;common
1;Moria Marauder;ltr;138;rare
3;Oliphaunt;ltr;139;common
1;Olog-hai Crusher;ltr;140;common
1;Rohirrim Lancer;ltr;146;common
3;Smite the Deathless;ltr;148;common
1;Spiteful Banditry;ltr;149;mythic
2;Swarming of Moria;ltr;150;common
1;There and Back Again;ltr;151;rare
3;Warbeast of Gorgoroth;ltr;152;common
1;Bag End Porter;ltr;153;common
2;Bombadil's Song;ltr;154;common
1;Brandywine Farmer;ltr;155;common
2;Celeborn the Wise;ltr;156;uncommon
4;Chance-Met Elves;ltr;157;common
1;Delighted Halfling;ltr;158;rare
1;Dúnedain Rangers;ltr;159;uncommon
3;Elven Farsight;ltr;161;common
1;Enraged Huorn;ltr;162;common
1;Entish Restoration;ltr;163;uncommon
2;Ent's Fury;ltr;164;common
1;Fangorn, Tree Shepherd;ltr;166;rare
2;Galadhrim Guide;ltr;168;common
2;Generous Ent;ltr;169;common
1;Gift of Strands;ltr;170;uncommon
2;Glorfindel, Dauntless Rescuer;ltr;171;uncommon
1;Legolas, Master Archer;ltr;173;rare
1;Long List of the Ents;ltr;174;uncommon
2;Lothlórien Lookout;ltr;175;common
1;Mirkwood Spider;ltr;178;common
2;Mirrormere Guardian;ltr;179;common
2;Mushroom Watchdogs;ltr;180;common
1;Peregrin Took;ltr;181;uncommon
1;Pippin's Bravery;ltr;182;common
1;Quickbeam, Upstart Ent;ltr;183;uncommon
1;Revive the Shire;ltr;185;common
2;Shower of Arrows;ltr;188;common
1;Stew the Coneys;ltr;189;uncommon
2;Arwen Undómiel;ltr;194;uncommon
2;Bilbo, Retired Burglar;ltr;196;uncommon
1;Butterbur, Bree Innkeeper;ltr;197;uncommon
1;Denethor, Ruling Steward;ltr;198;uncommon
1;Elrond, Master of Healing;ltr;200;rare
1;Faramir, Prince of Ithilien;ltr;202;rare
1;Flame of Anor;ltr;203;rare
2;Frodo Baggins;ltr;205;uncommon
1;Gandalf the Grey;ltr;207;rare
1;Gandalf's Sanction;ltr;208;uncommon
1;Legolas, Counter of Kills;ltr;212;uncommon
1;Lotho, Corrupt Shirriff;ltr;213;rare
1;Merry, Esquire of Rohan;ltr;215;rare
3;Old Man Willow;ltr;217;uncommon
1;Prince Imrahil the Fair;ltr;219;uncommon
2;Samwise Gamgee;ltr;222;rare
1;Sauron's Ransom;ltr;225;rare
1;Shadowfax, Lord of Horses;ltr;227;uncommon
2;Théoden, King of Rohan;ltr;233;uncommon
1;Andúril, Flame of the West;ltr;236;mythic
1;Ent-Draught Basin;ltr;238;uncommon
2;Horn of the Mark;ltr;241;rare
2;Inherited Envelope;ltr;242;common
2;Lembas;ltr;243;common
1;Mirror of Galadriel;ltr;244;uncommon
1;The One Ring;ltr;246;mythic
2;Shire Scarecrow;ltr;249;common
1;Stone of Erech;ltr;251;uncommon
3;Wizard's Rockets;ltr;252;common
1;Great Hall of the Citadel;ltr;254;common
2;Rivendell;ltr;259;rare
1;The Shire;ltr;260;rare
1;Shire Terrace;ltr;261;common
2;Wastes;ea2;186;common
4;Coppercoat Vanguard;mat;1;uncommon
4;Harnessed Snubhorn;mat;3;uncommon
1;Metropolis Reformer;mat;4;rare
2;Spark Rupture;mat;5;rare
4;Tazri, Stalwart Survivor;mat;6;rare
4;Filter Out;mat;7;uncommon
4;Tolarian Contempt;mat;8;uncommon
3;Vesuvan Drifter;mat;10;rare
1;Ayara's Oathsworn;mat;11;rare
4;Blot Out;mat;12;uncommon
4;Death-Rattle Oni;mat;13;uncommon
4;Markov Baron;mat;14;uncommon
3;Urborg Scavengers;mat;15;rare
3;Arni Metalbrow;mat;16;rare
2;Kolaghan Warmonger;mat;17;uncommon
1;Plargg and Nassari;mat;18;rare
3;Reckless Handling;mat;19;uncommon
4;Animist's Might;mat;20;uncommon
2;Nissa, Resurgent Animist;mat;22;mythic
4;Open the Way;mat;23;rare
2;Tranquil Frillback;mat;24;rare
4;Undercity Upheaval;mat;25;uncommon
3;Campus Renovation;mat;27;uncommon
4;Cosmic Rebirth;mat;28;uncommon
2;Danitha, New Benalia's Light;mat;29;rare
4;Feast of the Victorious Dead;mat;30;uncommon
1;Gold-Forged Thopteryx;mat;31;uncommon
2;Jirina, Dauntless General;mat;32;rare
2;Jolrael, Voice of Zhalfir;mat;33;rare
1;The Kenriths' Royal Funeral;mat;34;rare
1;Nahiri, Forged in Fury;mat;36;mythic
2;Nahiri's Resolve;mat;37;rare
1;Narset, Enlightened Exile;mat;38;mythic
2;Nashi, Moon's Legacy;mat;39;rare
1;Ob Nixilis, Captive Kingpin;mat;41;mythic
1;Rocco, Street Chef;mat;44;rare
2;Samut, Vizier of Naktamun;mat;45;mythic
2;Sarkhan, Soul Aflame;mat;46;mythic
1;Sigarda, Font of Blessings;mat;47;rare
2;Tyvar the Bellicose;mat;48;mythic
1;Karn, Legacy Reforged;mat;49;mythic
2;Drannith Ruins;mat;50;rare
1;Essence of Orthodoxy;mom;323;rare
1;Phyrexian Pegasus;mom;324;common
2;Seedpod Caretaker;mom;325;uncommon
1;Zephyr Winder;mom;328;common
1;Injector Crocodile;mom;329;common
1;Terror of Towashi;mom;331;rare
1;Cragsmasher Yeti;mom;333;common
3;Fairgrounds Trumpeter;mom;335;common
2;Ruins Recluse;mom;336;uncommon
1;Surrak and Goreclaw;mom;337;rare
2;Anafenza, Kin-Tree Spirit;mul;66;rare
4;Daxos, Blessed by the Sun;mul;67;uncommon
2;Kenrith, the Returned King;mul;69;mythic
3;Kwende, Pride of Femeref;mul;70;uncommon
1;Sram, Senior Edificer;mul;71;rare
1;Baral, Chief of Compliance;mul;73;rare
2;Inga Rune-Eyes;mul;75;uncommon
2;Jin-Gitaxias, Core Augur;mul;76;mythic
3;Tetsuko Umezawa, Fugitive;mul;77;uncommon
1;Horobi, Death's Wail;mul;79;rare
4;Seizan, Perverter of Truth;mul;80;rare
1;Skithiryx, the Blight Dragon;mul;82;mythic
1;Tymaret, Chosen from Death;mul;83;uncommon
4;Yargle, Glutton of Urborg;mul;84;uncommon
1;Captain Lannery Storm;mul;85;rare
1;Urabrask the Hidden;mul;88;mythic
4;Valduk, Keeper of the Flame;mul;89;uncommon
3;Zada, Hedron Grinder;mul;90;uncommon
4;Fynn, the Fangbearer;mul;91;uncommon
4;Renata, Called to the Hunt;mul;93;uncommon
1;Yedora, Grave Gardener;mul;95;rare
4;Aegar, the Freezing Flame;mul;96;uncommon
1;Arixmethes, Slumbering Isle;mul;97;rare
2;Aurelia, the Warleader;mul;100;mythic
3;Brudiclad, Telchor Engineer;mul;101;rare
3;Dina, Soul Steeper;mul;102;uncommon
1;Firesong and Sunspeaker;mul;104;rare
4;Firja, Judge of Valor;mul;105;uncommon
1;Grimgrin, Corpse-Born;mul;106;mythic
